record_id,customer_id,timestamp,date,time,hour,day_of_week,month,season,is_weekend,is_holiday,customer_type,income_level,age_group,family_size,region,climate_zone,urban_setting,energy_source,meter_type,grid_reliability,building_type,building_size_sqft,construction_year,energy_certification,energy_usage_kwh,peak_hours_usage,off_peak_hours_usage,usage_per_person,usage_per_sqft,lifestyle_type,work_pattern,activity_pattern,efficiency_score,usage_pattern,anomaly_score,appliance_count,appliances,carbon_footprint_kg,cost_estimate_usd,savings_potential_percent,usage_description,efficiency_insights,recommendations
747,CUST0747,2024-11-20T12:54:00,2024-11-20,12:54:00,12,Wednesday,11,Fall,0,0,Large_Business,Medium,26-35,1,Southeast,Tropical,Suburban,Solar,Analog_Meter,Poor,Condo,1448,1975,LEED_Gold,9.05,6.14,1.9,9.05,0.0063,High_Consumption,Shift_Work,Regular,86.5,High_Usage,0.218,10,"Water_Heater,Computer,Washing_Machine,Oven,Refrigerator,Heater,TV,Dishwasher,Microwave,Air_Conditioner",8.33,1.04,19.9,A 1-person household in a condo showing 9.1 kWh usage.,Excellent efficiency rating of 86.48624001540827 with LEED_Gold certification. Building constructed in 1975 with 10 appliances.,Implement energy conservation practices
748,CUST0748,2024-06-12T02:37:00,2024-06-12,02:37:00,2,Wednesday,6,Summer,0,0,Residential,High,36-45,4,Southeast,Continental,Urban,Hybrid,Analog_Meter,Good,Warehouse,1920,1950,LEED_Gold,28.29,19.92,9.77,7.07,0.0147,Eco_Conscious,Hybrid,Irregular,100,High_Usage,0.54,11,"Refrigerator,Dishwasher,Water_Heater,Air_Conditioner,Gaming_Console,Oven,Computer,TV,Heater,Microwave,Dryer",26.03,3.97,11.2,A 4-person household in a warehouse showing 28.3 kWh usage.,Excellent efficiency rating of 100 with LEED_Gold certification. Building constructed in 1950 with 11 appliances.,Optimize HVAC system settings
749,CUST0749,2024-03-29T16:41:00,2024-03-29,16:41:00,16,Friday,3,Spring,0,0,Small_Business,High,65+,5,Northeast,Temperate,Rural,Battery_Backup,Smart_Meter,Excellent,Office,3325,2005,LEED_Gold,92.11,61.69,36.55,18.42,0.0277,Average,Shift_Work,Irregular,93.8,Extreme_High,0.307,12,"TV,Water_Heater,Washing_Machine,Gaming_Console,Refrigerator,Oven,Computer,Dishwasher,Heater,Air_Conditioner,Dryer,Microwave",84.74,12.72,11.1,Usage pattern indicates average behavior with 18.4 kWh per person.,Excellent efficiency rating of 93.77784157319047 with LEED_Gold certification. Building constructed in 2005 with 12 appliances.,Optimize HVAC system settings
750,CUST0750,2024-12-23T08:49:00,2024-12-23,08:49:00,8,Monday,12,Winter,0,0,Industrial,Low,36-45,4,Northeast,Tropical,Urban,Wind,Analog_Meter,Good,Warehouse,1804,2010,LEED_Gold,142.73,104.13,50.17,35.68,0.0791,Eco_Conscious,Shift_Work,Night_Owl,97.0,Extreme_High,1.0,14,"Washing_Machine,Dishwasher,Gaming_Console,Heater,Oven,Air_Conditioner,Microwave,Dryer,TV,Computer,Water_Heater,Refrigerator",131.31,15.01,21.2,Usage pattern indicates eco_conscious behavior with 35.7 kWh per person.,Excellent efficiency rating of 96.98 with LEED_Gold certification. Building constructed in 2010 with 12 appliances.,Optimize HVAC system settings
751,CUST0751,2024-09-02T22:55:00,2024-09-02,22:55:00,22,Monday,9,Fall,0,1,Residential,Very_High,46-55,7,Southeast,Polar,Rural,Solar,Digital_Meter,Good,Condo,2890,1990,None,105.26,80.65,31.89,15.04,0.0364,Minimalist,Remote,Irregular,90.7,Extreme_High,0.35,10,"Computer,TV,Washing_Machine,Air_Conditioner,Gaming_Console,Dryer,Heater,Microwave,Oven,Water_Heater",96.84,13.53,18.8,Usage pattern indicates minimalist behavior with 15.0 kWh per person.,Excellent efficiency rating of 90.70551045592778 with None certification. Building constructed in 1990 with 10 appliances.,Optimize HVAC system settings
752,CUST0752,2024-11-25T12:05:00,2024-11-25,12:05:00,12,Monday,11,Fall,0,0,Industrial,High,26-35,3,West_Coast,Polar,Rural,Battery_Backup,Analog_Meter,Excellent,Condo,1848,1970,None,88.6,62.89,21.05,29.53,0.0479,High_Consumption,Unemployed,Early_Bird,72.7,Extreme_High,0.998,15,"Air_Conditioner,Computer,Heater,Water_Heater,Washing_Machine,Dryer,Gaming_Console,Oven,TV,Dishwasher,Microwave,Refrigerator",81.51,11.33,24.2,A 3-person household in a condo showing 88.6 kWh usage.,Good efficiency at 72.68 with room for improvement. Building constructed in 1970 with 12 appliances.,Optimize HVAC system settings; Implement energy conservation practices
753,CUST0753,2024-06-11T00:59:00,2024-06-11,00:59:00,0,Tuesday,6,Summer,0,0,Residential,High,18-25,8,Northeast,Continental,Suburban,Hybrid,Analog_Meter,Good,Office,4502,1955,LEED_Gold,279.42,182.73,95.23,34.93,0.0621,High_Consumption,Shift_Work,Regular,86.2,Extreme_High,0.03,19,"Dishwasher,Heater,Water_Heater,Oven,TV,Refrigerator,Computer,Washing_Machine,Microwave,Dryer,Gaming_Console,Air_Conditioner",257.06,30.47,24.0,Usage pattern indicates high_consumption behavior with 34.9 kWh per person.,Excellent efficiency rating of 86.245 with LEED_Gold certification. Building constructed in 1955 with 12 appliances.,Optimize HVAC system settings; Implement energy conservation practices
754,CUST0754,2024-06-27T20:29:00,2024-06-27,20:29:00,20,Thursday,6,Summer,0,0,Residential,Medium,65+,1,Southeast,Polar,Urban,Grid,Smart_Meter,Excellent,Warehouse,1224,2020,LEED_Gold,20.49,14.93,5.51,20.49,0.0167,Minimalist,Unemployed,Irregular,79.5,Extreme_High,1.0,6,"Computer,Oven,Washing_Machine,Refrigerator,TV,Microwave",18.85,3.07,8.2,Minimalist lifestyle with 20.5 kWh per person during evening.,Good efficiency at 79.52 with room for improvement. Building constructed in 2020 with 6 appliances.,Maintain current efficient practices
755,CUST0755,2024-07-27T19:13:00,2024-07-27,19:13:00,19,Saturday,7,Summer,1,0,Residential,Low,46-55,3,Northeast,Tropical,Suburban,Solar,Smart_Meter,Good,Townhouse,2097,2010,LEED_Gold,46.83,31.76,15.58,15.61,0.0223,Eco_Conscious,Hybrid,Regular,100,Extreme_High,0.07,19,"Microwave,Dryer,Computer,Oven,Refrigerator,Water_Heater,Washing_Machine,Heater,Air_Conditioner,TV,Dishwasher,Gaming_Console",43.08,6.08,23.0,Usage pattern indicates eco_conscious behavior with 15.6 kWh per person.,Excellent efficiency rating of 100 with LEED_Gold certification. Building constructed in 2010 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
756,CUST0756,2024-05-10T01:46:00,2024-05-10,01:46:00,1,Friday,5,Spring,0,0,Industrial,Very_High,26-35,6,Midwest,Temperate,Suburban,Solar,Digital_Meter,Fair,Warehouse,2494,1955,LEED_Silver,123.51,89.67,45.81,20.59,0.0495,Tech_Heavy,Unemployed,Irregular,90.2,Extreme_High,0.032,11,"Heater,Oven,Gaming_Console,Dryer,Water_Heater,Computer,Microwave,Dishwasher,Washing_Machine,Air_Conditioner,TV",113.63,17.49,9.3,Usage pattern indicates tech_heavy behavior with 20.6 kWh per person.,Excellent efficiency rating of 90.18666666666667 with LEED_Silver certification. Building constructed in 1955 with 11 appliances.,Optimize HVAC system settings
757,CUST0757,2024-06-02T16:20:00,2024-06-02,16:20:00,16,Sunday,6,Summer,1,0,Small_Business,Medium,18-25,8,Southwest,Temperate,Rural,Hybrid,Smart_Meter,Fair,Apartment,2194,1960,Energy_Star,145.59,104.71,44.61,18.2,0.0664,Tech_Heavy,Hybrid,Regular,97.3,Extreme_High,0.037,18,"Air_Conditioner,Microwave,Gaming_Console,Refrigerator,Heater,Water_Heater,Computer,Washing_Machine,Oven,TV,Dishwasher,Dryer",133.94,17.48,8.3,A 8-person household in a apartment showing 145.6 kWh usage.,Excellent efficiency rating of 97.3160235632109 with Energy_Star certification. Building constructed in 1960 with 12 appliances.,Optimize HVAC system settings
758,CUST0758,2024-01-27T14:12:00,2024-01-27,14:12:00,14,Saturday,1,Winter,1,0,Large_Business,Medium,56-65,4,West_Coast,Tropical,Rural,Hybrid,Digital_Meter,Good,Warehouse,2102,1985,LEED_Gold,113.49,70.59,23.57,28.37,0.054,High_Consumption,Remote,Night_Owl,90.0,Extreme_High,0.687,5,"Dishwasher,TV,Washing_Machine,Microwave,Gaming_Console",104.41,12.1,18.9,A 4-person household in a warehouse showing 113.5 kWh usage.,Excellent efficiency rating of 89.99 with LEED_Gold certification. Building constructed in 1985 with 5 appliances.,Implement energy conservation practices
759,CUST0759,2024-06-02T10:01:00,2024-06-02,10:01:00,10,Sunday,6,Summer,1,0,Small_Business,Low,36-45,4,Midwest,Subtropical,Urban,Solar,Digital_Meter,Fair,Warehouse,1914,2000,LEED_Gold,47.64,31.99,17.96,11.91,0.0249,Tech_Heavy,Office,Night_Owl,100,Extreme_High,0.222,8,"Dishwasher,Washing_Machine,Dryer,Microwave,Refrigerator,Heater,Water_Heater,Air_Conditioner",43.82,6.71,8.0,Usage pattern indicates tech_heavy behavior with 11.9 kWh per person.,Excellent efficiency rating of 100 with LEED_Gold certification. Building constructed in 2000 with 8 appliances.,Optimize HVAC system settings
760,CUST0760,2024-12-11T12:57:00,2024-12-11,12:57:00,12,Wednesday,12,Winter,0,0,Small_Business,High,18-25,1,West_Coast,Temperate,Suburban,Solar,Analog_Meter,Good,Office,2278,2005,LEED_Silver,11.18,8.72,2.92,11.18,0.0049,Minimalist,Office,Irregular,82.3,Extreme_High,0.387,7,"Air_Conditioner,Dryer,Microwave,Dishwasher,Gaming_Console,Heater,Water_Heater",10.28,1.58,11.3,Minimalist lifestyle with 11.2 kWh per person during afternoon.,Excellent efficiency rating of 82.32168431187351 with LEED_Silver certification. Building constructed in 2005 with 7 appliances.,Maintain current efficient practices
761,CUST0761,2024-12-18T14:44:00,2024-12-18,14:44:00,14,Wednesday,12,Winter,0,0,Residential,Very_High,26-35,8,Southeast,Polar,Urban,Hybrid,Digital_Meter,Good,Apartment,1997,1985,LEED_Silver,126.47,85.8,25.65,15.81,0.0633,Average,Remote,Regular,95.7,Extreme_High,0.01,16,"TV,Washing_Machine,Water_Heater,Oven,Dishwasher,Computer,Dryer,Refrigerator,Heater,Microwave,Gaming_Console,Air_Conditioner",116.35,16.58,6.2,Average lifestyle with 15.8 kWh per person during afternoon.,Excellent efficiency rating of 95.69863304246294 with LEED_Silver certification. Building constructed in 1985 with 12 appliances.,Optimize HVAC system settings
762,CUST0762,2024-02-12T19:53:00,2024-02-12,19:53:00,19,Monday,2,Winter,0,0,Industrial,Medium,18-25,4,West_Coast,Polar,Suburban,Grid,Digital_Meter,Poor,Single_Family,2116,1970,LEED_Silver,433.83,332.12,132.84,108.46,0.205,Tech_Heavy,Unemployed,Night_Owl,79.4,Extreme_High,1.0,9,"Heater,TV,Computer,Dryer,Dishwasher,Air_Conditioner,Water_Heater,Washing_Machine,Microwave",399.12,55.44,24.1,Energy consumption of 433.8 kWh for single_family with 4 occupants.,Good efficiency at 79.42 with room for improvement. Building constructed in 1970 with 9 appliances.,Optimize HVAC system settings; Consider solar panel installation
763,CUST0763,2024-09-14T11:54:00,2024-09-14,11:54:00,11,Saturday,9,Fall,1,0,Residential,High,65+,3,Northeast,Subtropical,Suburban,Battery_Backup,Smart_Meter,Poor,Townhouse,2247,1975,LEED_Platinum,13.98,8.69,3.72,4.66,0.0062,Average,Hybrid,Early_Bird,100,Moderate_Usage,0.741,9,"Computer,Microwave,Heater,Water_Heater,TV,Dryer,Dishwasher,Oven,Refrigerator",12.86,1.81,20.0,Energy consumption of 14.0 kWh for townhouse with 3 occupants.,Excellent efficiency rating of 100 with LEED_Platinum certification. Building constructed in 1975 with 9 appliances.,Consider solar panel installation
764,CUST0764,2024-04-09T02:33:00,2024-04-09,02:33:00,2,Tuesday,4,Spring,0,0,Small_Business,High,26-35,7,West_Coast,Temperate,Urban,Grid,Smart_Meter,Good,Warehouse,2797,1995,Energy_Star,53.14,41.56,12.9,7.59,0.019,Minimalist,Office,Early_Bird,100,High_Usage,0.661,8,"Heater,Computer,Air_Conditioner,Washing_Machine,TV,Water_Heater,Gaming_Console,Refrigerator",48.89,5.74,7.2,Usage pattern indicates minimalist behavior with 7.6 kWh per person.,Excellent efficiency rating of 100 with Energy_Star certification. Building constructed in 1995 with 8 appliances.,Optimize HVAC system settings
765,CUST0765,2024-03-13T21:39:00,2024-03-13,21:39:00,21,Wednesday,3,Spring,0,0,Residential,Low,65+,8,Southeast,Polar,Urban,Solar,Smart_Meter,Good,Condo,2964,1995,LEED_Platinum,69.96,48.79,20.18,8.74,0.0236,Eco_Conscious,Shift_Work,Irregular,100,High_Usage,0.631,5,"Microwave,Washing_Machine,Air_Conditioner,Gaming_Console,Computer",64.36,8.02,22.0,A 8-person household in a condo showing 70.0 kWh usage.,Excellent efficiency rating of 100 with LEED_Platinum certification. Building constructed in 1995 with 5 appliances.,Optimize HVAC system settings
766,CUST0766,2024-07-10T06:03:00,2024-07-10,06:03:00,6,Wednesday,7,Summer,0,0,Large_Business,High,36-45,1,Northeast,Subtropical,Urban,Solar,Analog_Meter,Poor,Warehouse,1174,2010,None,39.3,25.72,12.61,39.3,0.0335,Tech_Heavy,Unemployed,Early_Bird,72.5,Extreme_High,1.0,14,"Heater,Microwave,Refrigerator,Washing_Machine,Water_Heater,Oven,Dryer,Computer,TV,Air_Conditioner,Gaming_Console,Dishwasher",36.15,5.34,9.1,Usage pattern indicates tech_heavy behavior with 39.3 kWh per person.,Good efficiency at 72.52 with room for improvement. Building constructed in 2010 with 12 appliances.,Optimize HVAC system settings
767,CUST0767,2024-12-16T22:29:00,2024-12-16,22:29:00,22,Monday,12,Winter,0,0,Large_Business,High,65+,2,West_Coast,Subtropical,Urban,Hybrid,Analog_Meter,Excellent,Single_Family,1981,1955,LEED_Gold,25.49,15.8,7.83,12.75,0.0129,Eco_Conscious,Hybrid,Early_Bird,84.9,Extreme_High,0.196,15,"Dishwasher,Dryer,Heater,Oven,TV,Refrigerator,Computer,Gaming_Console,Washing_Machine,Microwave,Air_Conditioner,Water_Heater",23.45,3.25,12.2,Eco_Conscious lifestyle with 12.7 kWh per person during night.,Excellent efficiency rating of 84.94457838630136 with LEED_Gold certification. Building constructed in 1955 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
768,CUST0768,2024-03-29T01:49:00,2024-03-29,01:49:00,1,Friday,3,Spring,0,0,Small_Business,Low,65+,7,West_Coast,Tropical,Rural,Hybrid,Smart_Meter,Poor,Single_Family,2989,1965,None,81.37,55.8,19.27,11.62,0.0272,Minimalist,Shift_Work,Night_Owl,91.3,Extreme_High,0.514,5,"Computer,Gaming_Console,Air_Conditioner,Oven,Water_Heater",74.86,8.31,12.1,A 7-person household in a single_family showing 81.4 kWh usage.,Excellent efficiency rating of 91.33511437285085 with None certification. Building constructed in 1965 with 5 appliances.,Optimize HVAC system settings; Consider solar panel installation
769,CUST0769,2024-05-11T22:45:00,2024-05-11,22:45:00,22,Saturday,5,Spring,1,0,Residential,Low,46-55,1,Southwest,Tropical,Suburban,Solar,Digital_Meter,Fair,Single_Family,1810,2010,None,7.89,5.69,1.8,7.89,0.0044,Average,Hybrid,Irregular,78.1,High_Usage,0.455,16,"Dishwasher,Water_Heater,Air_Conditioner,Heater,Oven,TV,Microwave,Washing_Machine,Computer,Gaming_Console,Dryer,Refrigerator",7.26,0.95,11.8,A 1-person household in a single_family showing 7.9 kWh usage.,Good efficiency at 78.10635672042076 with room for improvement. Building constructed in 2010 with 12 appliances.,Consider solar panel installation
770,CUST0770,2024-11-03T05:29:00,2024-11-03,05:29:00,5,Sunday,11,Fall,1,0,Industrial,Very_High,18-25,4,Southwest,Continental,Rural,Grid,Analog_Meter,Poor,Apartment,1323,2015,Energy_Star,67.6,50.67,24.65,16.9,0.0511,Eco_Conscious,Remote,Night_Owl,93.0,Extreme_High,0.597,17,"Computer,Gaming_Console,Dryer,Refrigerator,Microwave,Washing_Machine,Air_Conditioner,Dishwasher,Water_Heater,Heater,TV,Oven",62.19,6.92,19.6,Eco_Conscious lifestyle with 16.9 kWh per person during morning.,Excellent efficiency rating of 92.98420342299788 with Energy_Star certification. Building constructed in 2015 with 12 appliances.,Optimize HVAC system settings
771,CUST0771,2024-12-17T20:59:00,2024-12-17,20:59:00,20,Tuesday,12,Winter,0,0,Large_Business,Very_High,18-25,5,Midwest,Continental,Suburban,Solar,Digital_Meter,Poor,Apartment,1350,2005,LEED_Gold,66.9,43.17,21.42,13.38,0.0496,Minimalist,Remote,Irregular,100,Extreme_High,0.239,8,"Heater,Oven,Washing_Machine,Dishwasher,Microwave,Gaming_Console,Air_Conditioner,Water_Heater",61.54,10.0,19.7,Minimalist lifestyle with 13.4 kWh per person during evening.,Excellent efficiency rating of 100 with LEED_Gold certification. Building constructed in 2005 with 8 appliances.,Optimize HVAC system settings
772,CUST0772,2024-07-31T08:30:00,2024-07-31,08:30:00,8,Wednesday,7,Summer,0,0,Residential,High,46-55,6,Southwest,Polar,Rural,Hybrid,Analog_Meter,Poor,Single_Family,2782,1965,Energy_Star,186.59,141.04,63.7,31.1,0.0671,Average,Remote,Early_Bird,87.2,Extreme_High,0.397,12,"Computer,Heater,Air_Conditioner,Dryer,TV,Microwave,Dishwasher,Refrigerator,Washing_Machine,Gaming_Console,Oven,Water_Heater",171.67,27.5,7.3,Average lifestyle with 31.1 kWh per person during morning.,Excellent efficiency rating of 87.22666666666666 with Energy_Star certification. Building constructed in 1965 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
773,CUST0773,2024-09-04T01:24:00,2024-09-04,01:24:00,1,Wednesday,9,Fall,0,0,Large_Business,Medium,36-45,2,Northeast,Temperate,Urban,Hybrid,Analog_Meter,Good,Office,2678,1955,LEED_Platinum,16.99,12.82,6.61,8.5,0.0063,Average,Unemployed,Night_Owl,85.2,High_Usage,0.603,8,"Gaming_Console,Dryer,Refrigerator,Dishwasher,Water_Heater,Heater,Microwave,Oven",15.63,2.25,22.0,Usage pattern indicates average behavior with 8.5 kWh per person.,Excellent efficiency rating of 85.22465830750426 with LEED_Platinum certification. Building constructed in 1955 with 8 appliances.,Maintain current efficient practices
774,CUST0774,2024-06-20T21:28:00,2024-06-20,21:28:00,21,Thursday,6,Summer,0,0,Large_Business,Very_High,36-45,8,West_Coast,Polar,Urban,Wind,Smart_Meter,Good,Single_Family,2956,1985,LEED_Platinum,161.67,103.84,58.23,20.21,0.0547,Eco_Conscious,Office,Irregular,100,Extreme_High,0.145,8,"Gaming_Console,Air_Conditioner,Water_Heater,Dishwasher,Refrigerator,Dryer,Computer,TV",148.74,23.07,22.3,Energy consumption of 161.7 kWh for single_family with 8 occupants.,Excellent efficiency rating of 100 with LEED_Platinum certification. Building constructed in 1985 with 8 appliances.,Optimize HVAC system settings; Consider solar panel installation
775,CUST0775,2024-07-27T07:06:00,2024-07-27,07:06:00,7,Saturday,7,Summer,1,0,Industrial,Medium,18-25,3,West_Coast,Continental,Suburban,Wind,Digital_Meter,Good,Warehouse,1602,2015,Energy_Star,191.14,152.07,44.6,63.71,0.1193,High_Consumption,Unemployed,Irregular,93.8,Extreme_High,1.0,7,"Dishwasher,Air_Conditioner,Dryer,Gaming_Console,Refrigerator,Heater,Oven",175.85,19.57,20.3,A 3-person household in a warehouse showing 191.1 kWh usage.,Excellent efficiency rating of 93.82 with Energy_Star certification. Building constructed in 2015 with 7 appliances.,Optimize HVAC system settings; Implement energy conservation practices
776,CUST0776,2024-09-12T02:27:00,2024-09-12,02:27:00,2,Thursday,9,Fall,0,0,Industrial,High,26-35,3,Northeast,Continental,Urban,Solar,Digital_Meter,Excellent,Apartment,1364,1955,Energy_Star,32.86,20.79,8.92,10.95,0.0241,High_Consumption,Office,Early_Bird,100,Extreme_High,0.004,6,"Oven,Air_Conditioner,Refrigerator,Dryer,Computer,Microwave",30.23,3.77,15.3,Energy consumption of 32.9 kWh for apartment with 3 occupants.,Excellent efficiency rating of 100 with Energy_Star certification. Building constructed in 1955 with 6 appliances.,Optimize HVAC system settings; Implement energy conservation practices
777,CUST0777,2024-09-14T07:21:00,2024-09-14,07:21:00,7,Saturday,9,Fall,1,0,Industrial,Medium,65+,2,Southeast,Continental,Suburban,Solar,Analog_Meter,Good,Apartment,1297,2020,LEED_Silver,88.93,68.35,33.85,44.47,0.0686,High_Consumption,Remote,Irregular,92.0,Extreme_High,1.0,7,"Air_Conditioner,Washing_Machine,Microwave,Gaming_Console,Dishwasher,Water_Heater,TV",81.82,12.59,21.6,Usage pattern indicates high_consumption behavior with 44.5 kWh per person.,Excellent efficiency rating of 92.03 with LEED_Silver certification. Building constructed in 2020 with 7 appliances.,Optimize HVAC system settings; Implement energy conservation practices
